Order_ID,Delivery_Time,Order_Value,Items_Count,Distance_km,Delivery_Charge,Surge_Pricing,Time_Slot,Warehouse_Location,Rider_Rating,Customer_Rating,Inventory_Issue,Payment_Method,Order_Status
363,22,1170,5,14,34,0,,??,,3,Unknown,Card,Unknown
364,6,1070,6,4,1,,Late Night,Central Hub,2,,No,Unknown,Delivered
365,58,1046,13,12,123,2,??,Central Hub,4,4,Yes,Crypto?,Unknown
366,39,1484,9,50,23,2,??,North Hub,2,2,,Card,Unknown
367,20,1000,15,7,73,,Evening,??,1,1,Unknown,Unknown,Unknown
368,45,338,14,9,21,,Morning,South Hub,3,1,Yes,Unknown,Delivered
369,40,1327,7,3,38,2,??,Central Hub,3,3,Unknown,COD,Delivered
370,37,245,,13,19,,,Unknown,7,4,No,COD,Unknown
371,8,647,2,,40,1,Late Night,East Hub,1,2,No,Crypto?,Delivered
372,37,1907,7,-3,147,0,,East Hub,-1,1,Yes,,Cancelled
373,18,1595,6,1,107,2,Morning,West Hub,,4,Unknown,UPI,Unknown
374,25,566,17,6,146,,Evening,,4,8,,,Delivered
375,52,1708,2,2,83,1,??,??,3,,,,Delivered
376,24,1915,3,14,110,2,,,3,,Yes,Crypto?,Unknown
377,,914,5,6,65,,Afternoon,,2,-2,Yes,Card,Delivered
378,12,1191,5,14,52,2,Late Night,East Hub,2,2,Yes,Crypto?,Unknown
379,11,855,1,4,33,,,Unknown,5,4,Unknown,Crypto?,Delivered
380,7,1982,8,8,149,2,Late Night,Unknown,-1,5,,Unknown,Cancelled
381,21,1232,12,3,66,1,??,West Hub,2,1,,Unknown,Unknown
382,37,864,4,14,133,1,Afternoon,,2,10,,Unknown,Cancelled
383,52,277,13,50,26,0,Evening,,,10,Yes,UPI,Unknown
384,16,1950,15,8,9,2,Evening,North Hub,2,,,Card,Delivered
385,55,265,11,14,72,0,Afternoon,North Hub,4,5,No,Card,Cancelled
386,26,997,10,6,95,2,Late Night,North Hub,,10,Yes,Unknown,Delivered
387,59,1769,3,0,47,,??,South Hub,5,3,,,Unknown
388,26,64,14,14,69,,,,1,3,Unknown,UPI,Unknown
389,50,1230,16,3,99,0,Afternoon,Unknown,,2,Yes,,Unknown
390,34,1721,10,10,58,2,Morning,Unknown,1,5,No,COD,Unknown
391,42,1334,10,9,1,0,Late Night,South Hub,3,3,No,Card,Unknown
392,42,1230,12,13,64,1,Evening,Unknown,5,3,Unknown,Card,Cancelled
393,49,96,9,7,82,0,Afternoon,West Hub,5,,Unknown,,Unknown
394,55,373,1,14,9,0,Evening,??,,10,Yes,UPI,Delivered
395,58,893,5,9,52,,Late Night,East Hub,10,2,Yes,Card,Cancelled
396,12,1758,,,78,0,Evening,,5,4,No,,Delivered
397,31,179,8,14,58,2,Afternoon,Unknown,1,8,Unknown,Crypto?,Unknown
398,31,1484,11,6,149,,Late Night,East Hub,5,1,Yes,Crypto?,Delivered
399,38,144,12,4,47,0,Morning,Unknown,3,1,No,UPI,Cancelled
400,25,676,1,8,148,1,Afternoon,??,4,8,Unknown,,Cancelled
401,34,804,,50,122,0,,North Hub,10,8,No,Crypto?,Cancelled
402,37,1365,11,9,21,0,??,,7,1,,UPI,Delivered
403,32,843,5,1,99,0,Afternoon,Central Hub,5,1,Unknown,Unknown,Cancelled
404,51,1884,15,14,97,,Late Night,South Hub,2,4,Yes,UPI,Delivered
405,37,1356,5,11,24,2,??,South Hub,,5,Yes,COD,Unknown
406,9,118,12,3,27,1,Afternoon,,,5,,Unknown,Unknown
407,52,1733,5,9,112,0,Morning,??,,4,Unknown,,Delivered
408,23,60,17,14,44,2,Morning,North Hub,-1,10,No,Unknown,Cancelled
409,8,1327,17,9,67,2,,South Hub,10,8,Yes,Unknown,Delivered
410,39,1915,12,4,6,,Evening,North Hub,10,-2,,,Delivered
411,53,921,15,4,48,1,??,West Hub,1,8,,,Delivered
412,21,599,15,8,136,,Late Night,East Hub,5,1,Unknown,Crypto?,Unknown
413,48,1207,6,2,82,2,Late Night,??,7,8,Unknown,COD,Delivered
414,32,761,12,9,128,2,Evening,Central Hub,,1,Yes,,Unknown
415,34,72,,14,137,2,Morning,East Hub,5,8,,Card,Delivered
416,33,864,18,9,72,,Morning,East Hub,10,10,No,Card,Unknown
417,50,395,14,0,45,1,Afternoon,West Hub,3,-2,,COD,Delivered
418,57,351,2,50,105,0,,South Hub,,3,No,UPI,Delivered
419,10,412,9,0,31,,??,Central Hub,5,4,No,UPI,Cancelled
420,39,445,5,12,5,2,,South Hub,10,4,Yes,Card,Cancelled
421,45,267,,3,144,,,,4,-2,,,Delivered
422,41,190,1,11,73,2,Afternoon,East Hub,10,8,No,COD,Delivered
423,28,1689,3,14,113,0,,,2,3,Unknown,UPI,Delivered
424,33,1007,6,-3,26,0,Evening,North Hub,-1,5,No,UPI,Delivered
425,53,1283,5,5,53,1,Afternoon,East Hub,-1,8,Unknown,Unknown,Cancelled
426,50,1034,-5,0,84,2,Evening,South Hub,,10,Unknown,Card,Unknown
427,57,1042,5,5,126,1,Afternoon,East Hub,4,1,,,Delivered
428,35,1696,1,3,110,1,,North Hub,4,2,Unknown,COD,Cancelled
429,39,1689,17,12,14,0,Evening,West Hub,,8,No,UPI,Delivered
430,37,877,19,1,131,,Evening,,5,2,Unknown,Unknown,Delivered
431,56,732,14,9,92,,Evening,Unknown,,8,,Card,Unknown
432,25,1533,12,9,122,1,Afternoon,,7,-2,Yes,Card,Delivered
433,36,1053,10,4,72,0,Late Night,South Hub,7,2,No,COD,Delivered
434,27,405,,3,146,2,,East Hub,-1,8,No,UPI,Unknown
435,37,1057,-5,50,91,,Evening,South Hub,10,4,,COD,Unknown
436,7,1397,18,2,16,1,??,West Hub,,2,,COD,Unknown
437,22,1206,11,1,42,,Late Night,East Hub,,8,,Crypto?,Unknown
438,29,937,2,8,120,,??,Unknown,5,5,,Unknown,Cancelled
439,46,1878,18,13,40,2,,East Hub,1,1,No,Card,Cancelled
440,35,1913,7,,38,0,,Unknown,-1,5,Yes,Crypto?,Cancelled
441,58,176,15,8,112,2,Evening,South Hub,-1,3,Unknown,,Delivered
442,-10,1179,11,12,,0,Evening,South Hub,-1,8,Unknown,Card,Unknown
443,7,1058,18,12,110,,Afternoon,North Hub,10,,Yes,Card,Unknown
444,44,653,12,14,46,1,Late Night,??,3,10,Yes,Unknown,Cancelled
445,50,1872,6,,62,2,Late Night,??,1,5,Yes,,Delivered
446,28,1451,,,109,0,Evening,West Hub,10,2,,UPI,Delivered
447,54,1978,13,9,68,,,??,7,-2,No,,Delivered
448,36,1063,,8,42,0,Evening,North Hub,5,10,No,UPI,Cancelled
449,51,100,16,6,33,0,,,7,,No,,Delivered
450,26,1102,18,4,39,0,,Unknown,4,8,,COD,Delivered
451,27,1535,10,7,60,,Evening,East Hub,-1,-2,No,,Delivered
452,6,1369,8,4,61,1,Morning,South Hub,2,8,,Crypto?,Unknown
453,31,1370,18,12,57,1,Late Night,East Hub,-1,3,No,Crypto?,Cancelled
454,46,1799,-5,13,74,1,??,East Hub,-1,,Yes,Unknown,Unknown
455,6,828,1,3,15,0,,Central Hub,5,8,Unknown,UPI,Unknown
456,30,1480,8,12,81,,,,1,2,Unknown,Card,Cancelled
457,21,1842,6,2,93,0,Morning,Central Hub,7,3,,Unknown,Unknown
458,44,863,5,2,47,1,??,??,4,4,No,Crypto?,Delivered
459,37,1686,15,9,137,1,Afternoon,East Hub,-1,,Unknown,Crypto?,Delivered
460,13,1478,15,1,81,,Morning,Unknown,,1,Yes,UPI,Delivered
461,47,1419,2,8,37,0,??,South Hub,3,-2,Yes,Crypto?,Delivered
462,58,1695,1,6,126,2,Morning,Unknown,,5,Yes,Crypto?,Cancelled
463,52,469,11,6,18,2,,East Hub,,8,,UPI,Unknown
464,43,1255,10,-3,62,1,Late Night,,5,-2,,Crypto?,Unknown
465,33,1032,18,50,76,,Morning,Unknown,2,-2,No,Card,Delivered
466,46,874,18,12,130,0,Afternoon,Central Hub,2,1,Yes,COD,Delivered
467,59,1074,17,6,101,0,Evening,South Hub,7,1,No,Unknown,Unknown
468,30,1904,8,8,64,1,??,East Hub,2,3,No,Card,Cancelled
469,39,616,15,10,119,1,Morning,West Hub,,,Yes,Card,Unknown
470,54,420,8,1,90,0,Morning,,5,2,No,COD,Delivered
471,29,985,17,13,7,0,Afternoon,,4,1,Unknown,Unknown,Delivered
472,28,1984,12,50,72,1,Late Night,West Hub,7,1,,Card,Cancelled
473,17,710,8,3,133,0,Morning,Unknown,10,5,No,Crypto?,Unknown
474,-10,1504,14,8,106,2,Morning,East Hub,4,4,Yes,COD,Cancelled
475,11,1018,4,14,88,1,Late Night,,1,1,,Unknown,Cancelled
476,120,1382,1,3,38,0,Afternoon,South Hub,1,4,,,Delivered
477,40,1210,1,0,112,1,??,East Hub,1,3,No,UPI,Unknown
478,49,251,19,13,27,,??,East Hub,1,2,Unknown,Crypto?,Delivered
479,24,1509,16,50,96,1,Morning,Central Hub,5,-2,No,COD,Unknown
480,5,362,14,13,36,1,Late Night,,4,1,Unknown,UPI,Delivered
481,12,166,-5,6,136,,Morning,,-1,8,,,Delivered
482,50,1739,16,50,81,2,Evening,West Hub,3,4,No,Card,Unknown
483,20,986,5,14,55,0,??,Central Hub,7,5,Yes,Card,Unknown
484,18,1876,9,50,84,,,Unknown,10,5,No,Unknown,Delivered
485,16,624,2,8,1,1,Evening,??,,1,Unknown,COD,Unknown
486,55,293,18,11,57,0,Morning,Unknown,1,,Unknown,COD,Delivered
487,27,586,6,1,106,,Afternoon,Unknown,10,-2,No,Unknown,Unknown
488,19,1675,9,7,122,0,??,Central Hub,3,2,Unknown,UPI,Delivered
489,32,124,1,50,113,0,,,10,8,,Card,Delivered
490,38,1879,9,10,106,,Evening,East Hub,4,,No,Card,Delivered
491,6,435,16,11,36,0,??,Central Hub,10,5,Unknown,COD,Cancelled
492,36,1976,13,9,78,2,Late Night,West Hub,1,4,No,COD,Unknown
493,27,1283,9,9,91,,Afternoon,Central Hub,3,4,No,Unknown,Delivered
494,26,524,-5,5,17,2,Evening,West Hub,,,Yes,,Cancelled
495,55,467,13,50,97,1,Late Night,Unknown,-1,4,No,UPI,Delivered
496,29,396,9,9,62,0,Morning,??,2,5,Yes,Crypto?,Cancelled
497,-10,1602,11,50,149,1,Late Night,Central Hub,1,,Unknown,,Delivered
498,26,689,4,7,138,1,Evening,West Hub,3,5,Yes,,Delivered
499,-10,988,2,9,3,0,Evening,Central Hub,4,8,Yes,COD,Cancelled
500,-10,1004,6,7,134,,Morning,??,5,-2,Yes,COD,Cancelled
501,26,925,14,13,60,0,Late Night,Unknown,3,8,,COD,Unknown
502,53,812,4,11,106,1,Late Night,Central Hub,2,8,Yes,,Unknown
503,56,1252,6,14,53,1,Morning,South Hub,2,4,No,UPI,Cancelled
504,46,1255,19,11,87,,Late Night,West Hub,7,1,Yes,COD,Unknown
505,10,713,6,13,67,0,??,??,-1,10,No,Card,Cancelled
506,19,74,2,14,128,1,Morning,West Hub,2,4,Yes,UPI,Unknown
507,58,1253,18,13,54,2,Afternoon,West Hub,7,1,,Card,Delivered
508,47,759,13,1,2,1,Evening,North Hub,7,5,Unknown,UPI,Unknown
509,41,1574,9,8,120,1,Afternoon,??,7,10,Yes,COD,Delivered
510,37,1929,19,12,128,,??,Central Hub,3,4,Yes,Crypto?,Delivered
511,12,1234,13,12,101,2,??,West Hub,7,10,,Unknown,Unknown
512,57,226,11,8,37,1,,,1,10,Yes,COD,Cancelled
513,48,334,1,8,84,1,,North Hub,1,3,No,,Delivered
514,48,112,7,13,132,2,,South Hub,5,-2,Yes,Crypto?,Delivered
515,9,1052,-5,12,91,0,Morning,West Hub,2,3,Yes,,Unknown
516,43,711,15,0,20,0,Late Night,Unknown,-1,1,Unknown,UPI,Cancelled
517,8,715,1,1,108,1,??,West Hub,7,2,Unknown,,Cancelled
518,10,205,12,13,46,1,Afternoon,North Hub,4,,Yes,Crypto?,Unknown
519,49,1955,7,7,83,0,Afternoon,Central Hub,4,2,,Crypto?,Cancelled
520,36,1542,15,5,82,,Afternoon,,2,,Unknown,COD,Unknown
521,56,1122,-5,8,34,2,Afternoon,Unknown,5,1,Yes,Card,Unknown
522,34,1016,19,14,68,2,,South Hub,4,1,Unknown,COD,Unknown
523,51,898,1,13,128,,Afternoon,Unknown,1,5,Yes,UPI,Delivered
524,39,1157,17,,139,,Late Night,West Hub,10,-2,Unknown,,Delivered
525,59,1434,17,50,26,,,Central Hub,3,10,Unknown,Card,Delivered
526,44,738,3,,55,,Afternoon,??,,3,No,Unknown,Unknown
527,56,197,12,-3,22,,Morning,,4,3,Yes,Crypto?,Delivered
528,20,1703,6,-3,20,,Evening,??,-1,1,Yes,Card,Delivered
529,17,391,11,2,60,2,Evening,,7,3,Yes,Card,Delivered
530,54,525,3,4,62,,Evening,South Hub,-1,1,Yes,COD,Unknown
531,46,1136,8,1,121,0,,East Hub,3,10,Unknown,Unknown,Unknown
532,34,1774,14,4,51,,Afternoon,,1,1,No,Crypto?,Unknown
533,23,1433,14,-3,87,,??,East Hub,5,5,No,UPI,Delivered
534,21,610,10,5,54,2,??,??,3,-2,,UPI,Cancelled
535,,376,2,,45,2,??,,,8,Yes,Card,Delivered
536,23,1842,14,8,31,,,South Hub,10,4,,Card,Delivered
537,32,1809,9,50,54,2,Late Night,North Hub,4,-2,Unknown,,Unknown
538,-10,1214,3,1,95,1,Morning,South Hub,5,-2,,Unknown,Unknown
539,59,1039,-5,12,132,2,Morning,South Hub,5,2,Yes,Crypto?,Delivered
540,30,264,8,,35,2,Evening,North Hub,4,,No,Card,Delivered
541,41,484,16,9,109,2,Evening,North Hub,4,4,No,,Cancelled
542,30,1964,2,7,105,2,??,Central Hub,4,10,Yes,Unknown,Cancelled
543,57,1001,6,2,57,0,??,,4,8,Unknown,Crypto?,Unknown
544,27,772,-5,9,38,0,Evening,??,4,8,Yes,UPI,Cancelled
545,13,1391,12,10,79,0,Afternoon,Central Hub,5,-2,Unknown,,Cancelled
546,16,81,5,2,96,,Late Night,North Hub,2,5,No,Unknown,Unknown
547,57,719,2,11,112,,Late Night,East Hub,2,,Unknown,,Cancelled
548,5,334,16,13,60,1,Late Night,??,-1,1,Yes,Card,Delivered
549,-10,1378,5,10,136,0,Late Night,East Hub,2,,Yes,COD,Cancelled
550,-10,478,15,14,5,,Evening,South Hub,,2,Yes,UPI,Unknown
551,5,1550,12,-3,108,2,Morning,West Hub,2,,Unknown,Card,Delivered
552,51,335,4,9,34,2,Evening,South Hub,5,-2,Unknown,Card,Cancelled
553,38,1217,15,7,38,0,Late Night,South Hub,4,10,Unknown,Unknown,Delivered
554,36,1497,11,3,149,1,Evening,West Hub,7,-2,No,,Delivered
555,58,1092,16,6,117,1,Late Night,,7,10,,UPI,Cancelled
556,52,67,6,2,4,2,,North Hub,,3,,Card,Cancelled
557,29,818,14,6,86,1,??,East Hub,5,10,Yes,Unknown,Unknown
558,44,639,18,3,75,0,Morning,South Hub,1,,No,UPI,Unknown
559,49,1444,12,0,56,2,,West Hub,3,,Unknown,,Delivered
560,57,1248,11,8,126,,Afternoon,Central Hub,-1,,Yes,Card,Unknown
561,5,1059,13,2,28,,Evening,South Hub,1,3,No,Crypto?,Delivered
562,20,243,-5,50,86,1,Afternoon,East Hub,5,1,Yes,Card,Delivered
563,43,551,11,9,140,2,Evening,North Hub,2,4,No,Card,Unknown
564,9,1037,16,12,45,2,??,South Hub,4,,No,UPI,Unknown
565,26,1186,15,3,115,,,South Hub,1,2,,UPI,Unknown
566,33,163,-5,11,111,2,??,,3,8,Yes,UPI,Cancelled
567,59,1295,15,1,,2,Late Night,Unknown,7,8,Unknown,UPI,Delivered
568,7,1751,4,13,44,2,??,West Hub,3,4,,Unknown,Delivered
569,16,996,11,,144,1,??,Central Hub,4,4,,COD,Delivered
570,30,880,19,5,103,2,Late Night,Central Hub,2,1,Unknown,Unknown,Unknown
571,20,1717,15,50,84,0,Evening,??,3,2,No,Card,Unknown
572,55,1970,4,6,133,1,Late Night,North Hub,-1,-2,Unknown,Unknown,Unknown
573,41,1337,-5,11,107,2,,??,3,10,Yes,,Unknown
574,26,974,13,-3,17,2,??,East Hub,5,10,Unknown,Crypto?,Unknown
575,120,104,19,4,93,0,Late Night,North Hub,2,-2,No,UPI,Cancelled
576,33,1944,2,3,149,1,??,South Hub,4,8,Unknown,,Unknown
577,18,1716,14,13,32,,,Unknown,7,-2,No,Crypto?,Delivered
578,32,849,4,9,125,,Afternoon,South Hub,7,2,No,,Unknown
579,9,827,16,6,121,1,,Central Hub,3,,Yes,Card,Delivered
580,51,1531,-5,12,137,2,Morning,East Hub,5,3,Unknown,UPI,Unknown
581,53,1951,,2,114,2,Morning,West Hub,1,,Unknown,,Unknown
582,34,211,14,3,27,,Morning,East Hub,1,3,Yes,Card,Delivered
583,50,1453,15,3,10,,??,South Hub,5,10,No,UPI,Delivered
584,56,136,3,12,46,,Evening,West Hub,-1,4,Unknown,COD,Delivered
585,9,104,8,,126,0,Evening,East Hub,1,,Yes,Card,Delivered
586,16,1549,16,9,146,,Evening,Unknown,1,-2,No,Unknown,Cancelled
587,20,1873,10,8,117,0,??,Unknown,4,2,Yes,UPI,Delivered
588,30,1251,4,11,142,1,,East Hub,4,2,Unknown,,Unknown
589,30,1464,18,0,125,2,Evening,West Hub,2,8,Yes,Crypto?,Unknown
590,52,1422,2,4,-20,,Afternoon,South Hub,-1,2,,,Cancelled
591,25,1081,17,1,71,2,Morning,East Hub,-1,2,No,Unknown,Delivered
592,43,882,13,7,106,2,,West Hub,2,4,,Unknown,Unknown
593,40,362,4,2,136,,Morning,,-1,-2,,,Cancelled
594,37,808,11,5,32,,Evening,Unknown,,10,No,Crypto?,Unknown
595,34,1908,7,7,18,1,,,10,2,No,UPI,Cancelled
596,41,492,12,4,73,0,Late Night,South Hub,4,10,Yes,Card,Cancelled
597,27,1840,10,5,97,0,Afternoon,West Hub,2,4,No,Unknown,Delivered
598,-10,377,7,1,140,2,Evening,,2,2,,Unknown,Cancelled
599,14,1127,13,1,128,,Evening,West Hub,-1,8,,Unknown,Unknown
600,58,810,7,,92,1,Afternoon,East Hub,1,,Unknown,Crypto?,Unknown
601,9,1312,17,10,47,1,Afternoon,South Hub,7,5,No,COD,Delivered
602,40,1302,10,-3,63,1,Late Night,,3,1,,Crypto?,Delivered
603,38,628,10,3,60,1,Evening,??,3,2,Unknown,UPI,Cancelled
604,56,1124,4,11,38,1,??,East Hub,2,10,Unknown,UPI,Delivered
605,35,1682,,,127,0,Evening,Unknown,,1,Yes,UPI,Unknown
606,14,1677,4,11,87,0,Morning,??,2,3,,UPI,Unknown
607,-10,1056,7,50,25,0,,??,4,2,Yes,UPI,Delivered
608,23,1337,1,50,16,,,North Hub,-1,5,,,Delivered
609,-10,1491,12,6,70,2,Morning,North Hub,-1,4,Yes,Unknown,Delivered
610,36,1876,13,5,12,1,,South Hub,,8,Yes,Crypto?,Cancelled
611,5,145,10,8,68,,Afternoon,,4,5,No,,Cancelled
612,,1161,15,2,25,1,,,7,10,Yes,Crypto?,Unknown
613,9,1151,13,0,48,0,,,1,4,No,COD,Cancelled
614,49,1361,-5,12,6,,Morning,West Hub,4,,Unknown,Card,Cancelled
615,8,1193,9,6,57,0,Late Night,East Hub,5,4,,Unknown,Cancelled
616,20,863,9,1,48,1,,,10,2,Unknown,COD,Cancelled
617,28,540,15,4,102,1,??,East Hub,2,1,,,Unknown
618,20,1985,10,50,52,2,,South Hub,5,1,Unknown,Card,Delivered
619,59,501,10,13,61,1,Late Night,??,,10,,COD,Unknown
620,6,1573,8,-3,16,0,Morning,,5,4,Yes,Crypto?,Cancelled
621,53,214,16,5,24,1,Late Night,South Hub,-1,5,,Card,Delivered
622,32,231,17,3,130,2,Morning,,1,10,,Crypto?,Delivered
623,36,518,5,11,28,2,Afternoon,North Hub,3,8,Unknown,COD,Delivered
624,31,959,4,13,116,0,Morning,Central Hub,2,10,Unknown,,Unknown
625,24,784,18,4,25,,Afternoon,South Hub,3,10,Unknown,Crypto?,Delivered
626,28,872,19,14,123,1,Afternoon,,-1,,No,Card,Unknown
627,16,993,4,11,143,2,Morning,Unknown,-1,2,No,COD,Unknown
628,54,56,7,10,24,1,??,Central Hub,2,,,Crypto?,Cancelled
629,39,379,10,-3,53,1,Evening,South Hub,3,1,,,Cancelled
630,37,824,18,6,72,,Morning,Unknown,4,1,Yes,Unknown,Delivered
631,37,1746,19,,119,2,,Unknown,-1,3,Yes,,Delivered
632,55,200,4,10,55,1,??,West Hub,3,3,,,Cancelled
633,47,1158,10,5,64,2,??,Unknown,7,5,No,Unknown,Unknown
634,41,196,1,5,92,0,,,3,1,,,Unknown
635,16,1697,18,10,85,0,Evening,West Hub,7,,Yes,Unknown,Cancelled
636,7,1454,5,5,79,1,??,North Hub,7,8,No,Unknown,Unknown
637,5,964,15,3,107,2,Afternoon,,-1,3,No,Crypto?,Cancelled
638,37,1621,17,6,117,1,Evening,??,2,4,Yes,Crypto?,Cancelled
639,44,1358,3,4,82,2,,Unknown,,3,,Unknown,Delivered
640,14,749,12,-3,146,2,Evening,North Hub,-1,1,Unknown,COD,Delivered
641,47,131,2,9,14,,Morning,Central Hub,2,10,,Card,Cancelled
642,48,563,1,50,130,,Evening,South Hub,2,2,,COD,Delivered
643,33,1970,-5,13,138,,Afternoon,Unknown,5,1,Yes,Unknown,Cancelled
644,17,864,17,,29,1,Morning,East Hub,10,10,No,Card,Unknown
645,16,758,16,50,56,,Late Night,North Hub,-1,8,Yes,Crypto?,Unknown
646,35,1989,5,13,145,,,East Hub,2,8,,Card,Unknown
647,50,1596,15,0,127,0,,Unknown,5,4,Unknown,Unknown,Unknown
648,6,795,3,4,47,2,Evening,East Hub,7,-2,Unknown,Crypto?,Cancelled
649,55,1072,7,5,135,2,??,Unknown,,,Unknown,Card,Unknown
650,54,1459,11,5,21,,Morning,South Hub,,2,Yes,Card,Unknown
651,39,756,10,9,5,2,Late Night,Central Hub,7,1,No,COD,Unknown
652,27,520,9,50,103,0,Morning,South Hub,3,1,Yes,Card,Unknown
653,21,1192,14,13,35,0,,,3,-2,Unknown,Unknown,Cancelled
654,30,445,13,2,78,,Morning,North Hub,-1,4,,UPI,Unknown
655,12,1605,2,13,115,0,Late Night,East Hub,10,5,No,UPI,Delivered
656,33,310,3,3,56,2,??,South Hub,5,3,Yes,UPI,Delivered
657,30,854,7,10,48,1,Evening,Unknown,,4,Yes,Unknown,Delivered
658,14,983,-5,2,81,2,Afternoon,South Hub,1,10,No,UPI,Delivered
659,30,1329,18,13,65,1,Morning,South Hub,1,4,No,COD,Delivered
660,38,1807,3,50,76,,Afternoon,North Hub,4,-2,,Unknown,Delivered
661,55,954,10,14,44,1,,Central Hub,2,-2,No,Crypto?,Cancelled
662,45,1299,7,12,78,0,Evening,??,7,,,Unknown,Delivered
663,11,1126,9,12,19,2,Evening,South Hub,2,2,Unknown,Unknown,Unknown
664,8,989,17,11,122,1,Morning,North Hub,2,8,Unknown,Card,Delivered
665,-10,1940,11,7,66,2,??,East Hub,5,-2,Yes,Card,Cancelled
666,57,1573,7,4,82,,Evening,Unknown,4,,Unknown,Card,Delivered
667,54,1579,14,1,2,,Morning,,10,3,Unknown,,Unknown
668,49,903,19,3,63,0,Morning,??,4,8,,COD,Unknown
669,15,1437,4,13,39,,Afternoon,West Hub,,5,Yes,Unknown,Cancelled
670,33,1353,6,,58,1,Evening,??,5,1,No,Unknown,Cancelled
671,,642,10,2,61,,Morning,Unknown,2,3,Yes,Card,Cancelled
672,40,763,7,11,131,0,Afternoon,??,10,5,Unknown,Unknown,Cancelled
673,29,1231,13,4,59,2,Late Night,Unknown,2,8,No,Crypto?,Delivered
674,25,681,14,50,115,2,Afternoon,North Hub,-1,3,Yes,Unknown,Delivered
675,120,108,4,3,74,,Afternoon,West Hub,-1,,Yes,UPI,Unknown
676,40,1800,8,-3,121,1,Morning,South Hub,3,5,Yes,Crypto?,Cancelled
677,14,177,5,8,106,0,,South Hub,4,1,Yes,Crypto?,Cancelled
678,41,785,1,5,95,1,,??,10,,,Unknown,Delivered
679,13,770,4,7,90,0,??,North Hub,-1,10,Yes,,Cancelled
680,28,1955,3,8,129,,,West Hub,3,1,Unknown,Card,Unknown
681,39,1188,9,5,61,0,Afternoon,South Hub,5,2,Unknown,COD,Unknown
682,53,1282,8,50,48,0,??,East Hub,10,4,,COD,Cancelled
683,39,575,1,5,136,,Morning,Central Hub,3,2,No,UPI,Unknown
684,52,570,6,4,91,1,Evening,Central Hub,7,-2,No,COD,Unknown
685,40,601,9,2,123,,Afternoon,South Hub,10,10,Unknown,COD,Delivered
686,22,286,7,11,60,0,Afternoon,West Hub,3,10,Unknown,Card,Unknown
687,53,1354,4,13,47,,??,,2,4,,Card,Cancelled
688,43,1432,13,,135,0,Morning,South Hub,7,5,No,,Cancelled
689,36,1274,17,12,57,,Late Night,,-1,4,No,UPI,Unknown
690,28,1831,2,11,100,2,Afternoon,,1,-2,Yes,COD,Cancelled
691,27,1351,5,7,111,2,Late Night,Unknown,3,2,Yes,,Delivered
692,36,1308,12,5,61,,Late Night,Unknown,5,10,Yes,UPI,Unknown
693,41,543,-5,50,38,1,,West Hub,3,2,,Crypto?,Unknown
694,16,53,8,9,57,0,Morning,,1,1,Unknown,COD,Unknown
695,53,715,6,14,98,2,Late Night,East Hub,7,3,,COD,Cancelled
696,59,491,8,12,43,1,Morning,West Hub,7,-2,No,Card,Cancelled
697,17,78,18,6,28,0,,South Hub,10,3,Unknown,Unknown,Unknown
698,27,1182,3,50,58,2,Morning,??,5,-2,Yes,UPI,Cancelled
699,29,659,12,0,70,2,Afternoon,East Hub,5,8,,COD,Cancelled
700,39,1800,3,12,91,,Late Night,North Hub,5,1,,UPI,Unknown
701,45,854,6,12,8,0,Morning,Central Hub,1,5,Yes,,Unknown
702,34,124,2,6,126,1,Evening,South Hub,5,-2,,,Cancelled
703,21,887,12,4,133,1,Morning,South Hub,,3,Yes,Unknown,Unknown
704,53,1219,2,6,144,1,Late Night,South Hub,1,-2,No,COD,Unknown
705,24,177,6,11,143,0,,East Hub,7,5,Unknown,Card,Unknown
706,52,1926,17,1,130,1,,North Hub,1,-2,No,COD,Unknown
707,29,91,3,,20,1,Late Night,??,2,,No,UPI,Cancelled
708,26,1429,2,11,63,1,Afternoon,West Hub,2,-2,Yes,Crypto?,Unknown
709,17,90,,-3,89,,Afternoon,Unknown,5,8,,,Delivered
710,23,983,8,50,35,,,North Hub,7,8,No,UPI,Unknown
711,53,83,12,14,61,0,,East Hub,1,10,No,Unknown,Delivered
712,40,1090,4,-3,75,0,Late Night,South Hub,1,8,No,,Unknown
713,16,1750,5,,12,1,Afternoon,Central Hub,1,-2,,Card,Delivered
714,45,1226,13,,10,,,South Hub,,-2,,,Delivered
715,23,1047,15,4,53,2,Afternoon,West Hub,2,,Yes,Crypto?,Unknown
716,16,1451,16,7,15,2,,,1,8,No,COD,Unknown
717,13,637,10,13,7,1,Morning,Central Hub,,2,Unknown,Crypto?,Unknown
718,11,1672,16,3,103,1,Evening,South Hub,2,-2,,Crypto?,Delivered
719,32,1702,12,0,58,,??,??,,1,Yes,COD,Cancelled
720,18,1947,17,9,56,,Morning,Central Hub,10,1,No,,Cancelled
721,35,391,16,8,39,,??,,2,3,Unknown,Unknown,Unknown
722,56,76,12,13,129,0,,Unknown,-1,,,COD,Cancelled
723,23,1898,8,50,93,0,Evening,North Hub,10,5,Unknown,COD,Cancelled
724,-10,1360,,50,137,1,Evening,East Hub,1,2,,Card,Unknown
725,51,695,3,50,43,0,,Unknown,7,-2,Yes,,Delivered
726,20,780,16,1,138,,,South Hub,,4,Unknown,COD,Unknown
